state,county_name,precinct,candidate,votes,office,district,party_detailed,party_simplified
NEW MEXICO,HIDALGO,PRECINCT 3 - LORDSBURG/EAST,J SCOTT CHANDLER,134,STATE HOUSE,32,REPUBLICAN,REPUBLICAN
NEW MEXICO,HIDALGO,PRECINCT 5 - RODEO,J SCOTT CHANDLER,68,STATE HOUSE,32,REPUBLICAN,REPUBLICAN
NEW MEXICO,HIDALGO,PRECINCT 6 - ANIMAS,J SCOTT CHANDLER,236,STATE HOUSE,32,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 018,BETH E MILLER,210,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 039,BETH E MILLER,142,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 040,BETH E MILLER,220,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 045,BETH E MILLER,111,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 046,BETH E MILLER,96,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 047,BETH E MILLER,117,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 048,BETH E MILLER,144,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 049,BETH E MILLER,131,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 050,BETH E MILLER,82,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 051,BETH E MILLER,125,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 052,BETH E MILLER,271,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 053,BETH E MILLER,126,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 055,BETH E MILLER,281,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 056,BETH E MILLER,160,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 057,BETH E MILLER,200,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 058,BETH E MILLER,71,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 072,BETH E MILLER,116,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 078,BETH E MILLER,268,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 098,BETH E MILLER,264,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 101,BETH E MILLER,346,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 108,BETH E MILLER,109,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 148,BETH E MILLER,276,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 150,BETH E MILLER,192,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 151,BETH E MILLER,107,STATE HOUSE,33,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 018,MICAELA LARA CADENA,428,STATE HOUSE,33,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 039,MICAELA LARA CADENA,270,STATE HOUSE,33,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 040,MICAELA LARA CADENA,342,STATE HOUSE,33,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 045,MICAELA LARA CADENA,242,STATE HOUSE,33,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 046,MICAELA LARA CADENA,197,STATE HOUSE,33,DEMOCRAT,DEMOCRAT
