path,state,county_name,type,notes,build
data/raw/Nevada/Pershing/Nevada_Pershing_County_CVR_Export_20220408154542.csv,NEVADA,PERSHING,delim,,
data/raw/Nevada/Storey/Nevada_Storey_County_CVR_Export_20220328095552.csv,NEVADA,STOREY,delim,,
data/raw/Nevada/Washoe/CVR_Export_20201117152753.csv,NEVADA,WASHOE,delim,,
data/raw/Nevada/White Pine/Nevada_White_Pine_County_CVR_Export_20220323112932.csv,NEVADA,WHITE PINE,delim,,
data/raw/New Jersey/Bergen/cvr.csv,NEW JERSEY,BERGEN,delim,,
data/raw/New Jersey/Camden,NEW JERSEY,CAMDEN,json,,
data/raw/New Jersey/Cumberland,NEW JERSEY,CUMBERLAND,special,json style but already merged?,
data/raw/New Jersey/Essex/cvr.csv,NEW JERSEY,ESSEX,delim,,
data/raw/New Jersey/Gloucester/cvr_modified.csv,NEW JERSEY,GLOUCESTER,delim,,
data/raw/New Jersey/Hudson/cvr.csv,NEW JERSEY,HUDSON,delim,,
data/raw/New Jersey/Middlesex/cvr.csv,NEW JERSEY,MIDDLESEX,delim,,
data/raw/New Jersey/Monmouth/cvr.csv,NEW JERSEY,MONMOUTH,delim,,
data/raw/New Jersey/Passaic/cvr.csv,NEW JERSEY,PASSAIC,delim,,
data/raw/New Jersey/Salem/CVR_Export_20220506102242.csv,NEW JERSEY,SALEM,delim,,
data/raw/New Jersey/Union/Union County CVR.csv,NEW JERSEY,UNION,delim,,
data/raw/New Mexico/Chavez/cvr6.csv,NEW MEXICO,CHAVES,delim,,
data/raw/New Mexico/Cibola/cvr.csv,NEW MEXICO,CIBOLA,delim,,
data/raw/New Mexico/Los Alamos/cvr.csv,NEW MEXICO,LOS ALAMOS,delim,,
data/raw/New Mexico/McKinley/cvr.csv,NEW MEXICO,MCKINLEY,delim,,
data/raw/New Mexico/Otero,NEW MEXICO,OTERO,json,,
data/raw/New Mexico/Quay/cvr.csv.csv,NEW MEXICO,QUAY,delim,,
data/raw/New Mexico/Roosevelt/cvr.csv,NEW MEXICO,ROOSEVELT,delim,,
data/raw/New Mexico/Sandoval/cvr.csv,NEW MEXICO,SANDOVAL,delim,,
data/raw/New Mexico/Sierra/CVR_Export_20220706110147.csv,NEW MEXICO,SIERRA,delim,,
data/raw/New Mexico/Socorro/cvr.csv,NEW MEXICO,SOCORRO,delim,,
data/raw/New Mexico/Valencia/Valencia NM.csv,NEW MEXICO,VALENCIA,delim,,
data/raw/Ohio/Allen/cvr.csv,OHIO,ALLEN,delim,,
data/raw/Ohio/Ashtabula/cvr.csv,OHIO,ASHTABULA,delim,,
data/raw/Ohio/Auglaize/cvr.csv,OHIO,AUGLAIZE,delim,,
data/raw/Ohio/Belmont/cvr.csv,OHIO,BELMONT,delim,,
data/raw/Ohio/Butler/cvr_headers_merged.csv,OHIO,BUTLER,delim,,
data/raw/Ohio/Champaign/cvr_merged.csv,OHIO,CHAMPAIGN,delim,,
data/raw/Ohio/Clark/cvr.csv,OHIO,CLARK,delim,,
data/raw/Ohio/Clermont/cvr.csv,OHIO,CLERMONT,delim,,
data/raw/Ohio/Clinton/cvr.csv,OHIO,CLINTON,delim,,
data/raw/Ohio/Cuyahoga/cvr_merged.csv,OHIO,CUYAHOGA,delim,,
data/raw/Ohio/Darke/cvr.csv,OHIO,DARKE,delim,,
data/raw/Ohio/Erie/cvr.csv,OHIO,ERIE,delim,,
data/raw/Ohio/Fayette/cvr.csv,OHIO,FAYETTE,delim,,
data/raw/Ohio/Franklin/cvr.csv,OHIO,FRANKLIN,delim,,
data/raw/Ohio/Gallia/cvr.csv,OHIO,GALLIA,delim,,
data/raw/Ohio/Greene/cvr_headers_merged.csv,OHIO,GREENE,delim,,
data/raw/Ohio/Hancock/2020.NOV.CVR.csv,OHIO,HANCOCK,delim,,
data/raw/Ohio/Hardin,OHIO,HARDIN,json,,
data/raw/Ohio/Harrison,OHIO,HARRISON,json,,
data/raw/Ohio/Highland/cvr.csv,OHIO,HIGHLAND,delim,,
data/raw/Ohio/Hocking/cvr.csv,OHIO,HOCKING,delim,,
data/raw/Ohio/Logan/cvr.csv,OHIO,LOGAN,delim,,
data/raw/Ohio/Miami/cvr.csv,OHIO,MIAMI,delim,,
data/raw/Ohio/Monroe/cvr.csv,OHIO,MONROE,delim,,no
data/raw/Ohio/Pickaway/cvr.csv,OHIO,PICKAWAY,delim,,
data/raw/Ohio/Preble/cvr.csv,OHIO,PREBLE,delim,,
data/raw/Ohio/Putnam/cvr.csv,OHIO,PUTNAM,delim,,
data/raw/Ohio/Richland/cvr.csv,OHIO,RICHLAND,delim,,
data/raw/Ohio/Ross/cvr.csv,OHIO,ROSS,delim,,
data/raw/Ohio/Seneca/cvrx.csv,OHIO,SENECA,delim,,
data/raw/Ohio/Shelby/cvr.csv,OHIO,SHELBY,delim,,
data/raw/Ohio/Trumbull/cvr.csv,OHIO,TRUMBULL,delim,,
data/raw/Ohio/Tuscawaras/cvr.csv,OHIO,TUSCARAWAS,delim,,
data/raw/Ohio/VanWert/cvr2.csv,OHIO,VAN WERT,delim,,
data/raw/Ohio/Wayne,OHIO,WAYNE,json,,
data/raw/Ohio/Wood/cvr.csv,OHIO,WOOD,delim,,
data/raw/Ohio/Wyandot/cvr.csv,OHIO,WYANDOT,delim,,
data/raw/Oregon/Clatsop/cvr.csv,OREGON,CLATSOP,delim,,
data/raw/Oregon/Columbia/Columbia OR.csv,OREGON,COLUMBIA,delim,,
data/raw/Oregon/Coos/cvr.csv,OREGON,COOS,delim,header but needs some rows added,
data/raw/Oregon/Deschutes/cvr.csv,OREGON,DESCHUTES,delim,,
data/raw/Oregon/Douglas/cvr.csv,OREGON,DOUGLAS,delim,header but needs some rows added,
data/raw/Oregon/Harney/cvr.csv,OREGON,HARNEY,delim,,
data/raw/Oregon/Josephine/cvr.csv,OREGON,JOSEPHINE,delim,,
data/raw/Oregon/Klamath/cvr.csv,OREGON,KLAMATH,delim,,
data/raw/Oregon/Lincoln/cvr.csv,OREGON,LINCOLN,delim,,
data/raw/Oregon/Linn/cvr.csv,OREGON,LINN,delim,,
data/raw/Oregon/Marion/CVRExport-7-12-2022 09-40-36 AM,OREGON,MARION,xml,,
data/raw/Oregon/Polk/cvr.csv,OREGON,POLK,delim,,
data/raw/Oregon/Union/cvr.csv,OREGON,UNION,delim,,
data/raw/Oregon/Wasco/cvr.csv,OREGON,WASCO,delim,,
data/raw/Oregon/Washington/cvr.csv,OREGON,WASHINGTON,delim,,
data/raw/Oregon/Yamhill,OREGON,YAMHILL,xml,,
,PENNSYLVANIA,ALLEGHENY,special,,
data/raw/Rhode Island/ri_merged.csv,RHODE ISLAND,STATEWIDE,delim,,
data/raw/Tennessee/Davidson,TENNESSEE,DAVIDSON,json,,
data/raw/Tennessee/Hamilton,TENNESSEE,HAMILTON,json,,
data/raw/Tennessee/Loudon Cty/2020 General Election CVRs.xlsx,TENNESSEE,LOUDON,delim,,
data/raw/Tennessee/Pickett/Picket_County_TN_cvr.xlsx,TENNESSEE,PICKETT,delim,,
data/raw/Tennessee/Sevier/seviercounty.xlsx,TENNESSEE,SEVIER,delim,,
data/raw/Tennessee/Williamson/WilliamsonTNCVR.csv,TENNESSEE,WILLIAMSON,delim,,
data/raw/Texas/Andrews/cvr.csv,TEXAS,ANDREWS,delim,,
data/raw/Texas/Aransas/Cast Vote Records/November 2020 CVR,TEXAS,ARANSAS,xml,,
data/raw/Texas/Bosque/cvr.csv,TEXAS,BOSQUE,delim,,
data/raw/Texas/Cameron/cvr.csv,TEXAS,CAMERON,delim,,
data/raw/Texas/Childress/cvr.csv,TEXAS,CHILDRESS,delim,,
data/raw/Texas/Coleman/cvr.csv,TEXAS,COLEMAN,delim,,
data/raw/Texas/Collin/cvr.csv,TEXAS,COLLIN,delim,,
data/raw/Texas/Comal,TEXAS,COMAL,xml,,
data/raw/Texas/Cooke/cvr.csv,TEXAS,COOKE,delim,,
data/raw/Texas/Cottle/cvr.csv,TEXAS,COTTLE,delim,,
data/raw/Texas/Crane/cvr.csv,TEXAS,CRANE,delim,,
data/raw/Texas/Dallas/cvr.csv,TEXAS,DALLAS,delim,,
data/raw/Texas/Deaf Smith/Nov 2020 CVR,TEXAS,DEAF SMITH,xml,,
,TEXAS,DENTON,special,unique format,
data/raw/Texas/Ellis/cvr.csv,TEXAS,ELLIS,delim,,
data/raw/Texas/Erath/cvr.csv,TEXAS,ERATH,delim,,
data/raw/Texas/Fort Bend/cvr.csv,TEXAS,FORT BEND,delim,,
data/raw/Texas/Galveston,TEXAS,GALVESTON,xml,,
data/raw/Texas/Gray/Nov 2020 CRV,TEXAS,GRAY,xml,,
data/raw/Texas/Grayson/11.2020 Cast Vote Records.xlsx,TEXAS,GRAYSON,delim,,
data/raw/Texas/Guadelupe/cvr.csv,TEXAS,GUADALUPE,delim,,
data/raw/Texas/Hidalgo/Nov 2020 CVRs,TEXAS,HIDALGO,xml,,
data/raw/Texas/Howard/Howard 2020 November General Election CVR.xlsx,TEXAS,HOWARD,delim,,
data/raw/Texas/Kendall/cvr.csv,TEXAS,KENDALL,delim,,
data/raw/Texas/Lee/cvr.csv,TEXAS,LEE,delim,,
data/raw/Texas/Montague/Montague TX.csv,TEXAS,MONTAGUE,delim,,
,TEXAS,MONTGOMERY,special,"no IDs, but organized sequentially",
data/raw/Texas/Nacogdoches/Nov 2020 CVRs,TEXAS,NACOGDOCHES,xml,,
data/raw/Texas/Navarro/Navarro TX 11.3.20 CVR.xlsx,TEXAS,NAVARRO,delim,,
data/raw/Texas/Oldham/cvr.csv,TEXAS,OLDHAM,delim,,
data/raw/Texas/Orange/General Cast Vote Record Export 11.03.2020.xlsx,TEXAS,ORANGE,delim,,
data/raw/Texas/Parker,TEXAS,PARKER,xml,,
data/raw/Texas/Parmer/TX Parmer 2020 General CVR Export.xlsx,TEXAS,PARMER,delim,,
data/raw/Texas/Polk,TEXAS,POLK,xml,,
data/raw/Texas/Potter,TEXAS,POTTER,xml,,
data/raw/Texas/Scurry/CVR REPORT FROM ESS.xlsx,TEXAS,SCURRY,delim,,
data/raw/Texas/Smith/CVR with contests and candidates.xlsx,TEXAS,SMITH,delim,,
data/raw/Texas/Stephens/cvr for nov 2020.xlsx,TEXAS,STEPHENS,delim,,
data/raw/Texas/Taylor/November2020_CVRs,TEXAS,TAYLOR,xml,,
data/raw/Texas/Walker/Cast Vote Record NOV 2020.xlsx,TEXAS,WALKER,delim,,
data/raw/Texas/Ward/Nov 2020 CVRs,TEXAS,WARD,xml,,
data/raw/Texas/Wharton/TX Wharton 2020 General Cast Vote Record Export.xlsx,TEXAS,WHARTON,delim,,
data/raw/Texas/Williamson/WilliamsonCVR.csv,TEXAS,WILLIAMSON,delim,,
data/raw/Utah/San Juan/CVR 2020.csv,UTAH,SAN JUAN,delim,,
data/raw/West Virginia/Nicholas/Nicholas WV.csv,WEST VIRGINIA,NICHOLAS,delim,,
data/raw/West Virginia/Wood/Wood County 2020 CVR.csv,WEST VIRGINIA,WOOD,delim,,
data/raw/Wisconsin/Brown/CVR.csv,WISCONSIN,BROWN,delim,,
data/raw/Wisconsin/Calumet/Calumet County CVR Report.csv,WISCONSIN,CALUMET,delim,,
data/raw/Wisconsin/Dane/dane.csv,WISCONSIN,DANE,delim,,
data/raw/Wisconsin/Eu Claire/Sue McDonald - CastVoteRecord11032020_EC_ORR.xlsx,WISCONSIN,EAU CLAIRE,delim,,
data/raw/Wisconsin/Jefferson/cvr.csv,WISCONSIN,JEFFERSON,delim,,
data/raw/Wisconsin/Kenosha/cvr.csv,WISCONSIN,KENOSHA,delim,,
data/raw/Wisconsin/Outgamie/cvr.csv,WISCONSIN,OUTAGAMIE,delim,,
data/raw/Wisconsin/Pierce/cvr.csv,WISCONSIN,PIERCE,delim,,
data/raw/Wisconsin/Sauk/cvr.csv,WISCONSIN,SAUK,delim,,
data/raw/Wisconsin/Sheboygan/cvr.csv,WISCONSIN,SHEBOYGAN,delim,,
data/raw/Wisconsin/St Croix/cvr.csv,WISCONSIN,ST CROIX,delim,,
data/raw/Wisconsin/Waukesha/cvr.csv,WISCONSIN,WAUKESHA,delim,,
data/raw/Wisconsin/Wood/Wood County Export Cast Vote Records.xlsx,WISCONSIN,WOOD,delim,,
